"att1","latitude","longitude","@id","name","hiking","address"
94.0,46.1531745,11.4392239,"453533651","cippo1",,"cippo1, Strada Provinciale del Passo del Manghen, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
95.0,46.132739,11.418922199999999,"453533657",,,"Malga d'Ezze, Strada forestale Malga D'Ezze, Telve di Sopra, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
96.0,46.135194299999995,11.4216905,"453533663","cippo n14 WWF",,"cippo n14 WWF, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
97.0,46.1358402,11.4254744,"453533668","Cippo n 12 WWF",,"Cippo n 12 WWF, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
98.0,46.139363,11.429207400000001,"453533672","Cippo n10 WWF",,"Cippo n10 WWF, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
99.0,46.1422769,11.433304099999999,"453533674","Cippo n9 WWF",,"Cippo n9 WWF, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
100.0,46.1434968,11.434451699999999,"453533676","Cippo n8 WWF",,"Cippo n8 WWF, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
101.0,46.146236,11.4363477,"453560760",,,"Oasi Valtrigona, Sentiero alto per c. Pastronezze da malga Ezze, Masetto, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, Italia"
102.0,46.2110785,10.843663000000001,"453628349",,,"Sentiero dell'Orso, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
103.0,46.208894,10.872049,"453628815",,,"Malga Vallesinella di Sopra, Sentiero delle Cascate di Vallesinella, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
104.0,46.2079435,10.8688623,"453628818",,,"Malga Vallesinella di Sopra, Sentiero delle Cascate di Vallesinella, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
105.0,46.2179339,10.8481075,"453629136",,,"Rifugio Spinale, Sentiero dell'Orso, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
106.0,46.2222791,10.858269400000001,"453629299",,,"Boch express, 382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
107.0,46.220158500000004,10.866830199999999,"453629398",,,"Lago Spinale, 382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
108.0,46.22096629999999,10.870814999999999,"453629441",,,"382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
109.0,46.221594700000004,10.8725021,"453629455",,,"382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
110.0,46.2225581,10.8743562,"453629469",,,"Rifugio Boch, 382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
111.0,46.222682899999995,10.8801748,"453629523",,,"Malga Vagliana, 382, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38084, Italia"
112.0,46.215433700000006,10.902574900000001,"453629817","Passo del Grost?",,"Passo del Grostè, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
113.0,46.1359225,10.952708,"455539166","Croz dei Pegolotti",,"Croz dei Pegolotti, Via Marocchi, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
114.0,46.1378194,10.957775999999999,"455539168",,,"Segheria Taialacqua, Via Marocchi, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
115.0,46.133949,10.948277599999999,"455539171",,,"Via Roma, Ponte Romano, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
116.0,46.1359136,10.941229400000001,"455539250",,,"E326, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
117.0,46.1414166,10.9023804,"455563470",,,"E326, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
118.0,46.143708600000004,10.908198599999999,"455563471",,,"Passo di Ceda, E326, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
119.0,46.1427661,10.8737111,"455563612",,,"Rifugio Val d'Ambiez - Silvio Agostini, Via ferrata sentiero dell'Ideale, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
120.0,46.142056,10.870032400000001,"455563613",,,"Rifugio Val d'Ambiez - Silvio Agostini, Via ferrata sentiero dell'Ideale, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
121.0,46.1428909,10.9013614,"455582381",,,"E326, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
122.0,46.1538277,10.8928727,"455582728",,,"Bocca di Brenta, Via ferrata Bocchette centrale, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
123.0,46.154349700000004,10.8984018,"455582800",,,"Rifugio Pedrotti, Via ferrata Bocchette centrale, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
124.0,46.154286,10.8986617,"455582801",,,"Rifugio Pedrotti, Via ferrata Bocchette centrale, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
125.0,46.1751773,10.876314,"455646935","Rifugio ai Brentei","yes","Rifugio ai Brentei, 318, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
126.0,46.175810299999995,10.8765204,"455646938","Rifugio ai Brentei","yes","Rifugio ai Brentei, 318, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
127.0,46.1759201,10.8767334,"455646942","Rifugio ai Brentei","yes","Rifugio ai Brentei, 318, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
128.0,46.191874,10.86627,"455646949","Valle del Fridolin","yes","Valle del Fridolin, 318, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
129.0,46.1920475,10.8823847,"455647181",,,"Rifugio Quintino Sella, Sentiero B. Dallagiacoma, Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
130.0,46.209994200000004,10.8951012,"455647549",,,"Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
131.0,46.210818700000004,10.8947176,"455647550",,,"Tre Ville, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
132.0,46.2145126,10.900910699999999,"455647648",,,"Grostè, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
133.0,46.207190600000004,10.9216254,"455671474",,,"Ville d'Anaunia, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, Italia"
134.0,46.201910999999996,10.9333576,"455671544",,,"Ville d'Anaunia, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, Italia"
135.0,46.189947,10.9510093,"455671725",,"yes","Malga Spora, 812, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
136.0,46.179388,10.9452934,"455695832",,"yes","Passo del Clamer, 812, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
137.0,46.171053799999996,10.9305165,"455703635",,,"Rifugio Croz dell'Altissimo, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
138.0,46.1709191,10.9312612,"455703638",,,"Rifugio Croz dell'Altissimo, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
139.0,46.17071970000001,10.931502,"455703641",,,"Rifugio Croz dell'Altissimo, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
140.0,46.1704789,10.9317909,"455703647",,,"Rifugio Croz dell'Altissimo, Sentiero a Cima Roma, Molveno, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
141.0,46.1897451,10.9607755,"456423105",,"yes","Spormaggiore, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, Italia"
142.0,46.0401138,10.632418300000001,"456740218",,,"Albare, Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
143.0,46.053683500000005,10.599986999999999,"456740238",,,"Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
144.0,46.0532459,10.5996651,"456740239",,,"Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
145.0,46.0495468,10.6112768,"456740240",,,"Rifugio Trivena, 224, Porte di Rendena, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
146.0,46.0514645,10.594344699999999,"456740244",,,"Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, Italia"
