"stop_id","name","latitude","longitude","wheelchairBoarding","address"
3155,"Pranzo Via Dei Castagni",45.924838,10.817236,0,"Pranzo Via Dei Castagni"
877,"Viote",46.021402,11.041172,0,"Viote"
1628,"Agrone",45.955368,10.650607,0,"Agrone"
881,"Trento-Loc.Conotter",46.07676,11.099989,0,"Trento-Loc.Conotter"
912,"Castelnuovo-Malerba",46.053807,11.481145,0,"Castelnuovo-Malerba"
915,"Agnedo-Incrocio",46.051,11.52501,0,"Agnedo-Incrocio"
918,"Agnedo-Via Per Ospedaletto 8",46.046836,11.542288,0,"Agnedo-Via Per Ospedaletto 8"
922,"Ospedaletto-Via Pradenella",46.03387,11.573069,0,"Ospedaletto-Via Pradenella"
928,"Belvederi di Grigno",46.001081,11.665287,0,"Belvederi di Grigno"
932,"Primolano-Alb.Giardino",45.965203,11.70706,0,"Primolano-Alb.Giardino"
943,"Regnana Biv.-Dopo A.Costalta",46.159984,11.300172,0,"Regnana Biv.-Dopo A.Costalta"
3244,"Bocenago-Paese",46.120707,10.760843,0,"Bocenago-Paese"
947,"Olle-Trattoria Alla Croce",46.04159,11.460248,0,"Olle-Trattoria Alla Croce"
950,"Pergine V.-Via Rosmini 19",46.060945,11.232468,0,"Pergine V.-Via Rosmini 19"
954,"Maso Colpi Bivio Via Tiglio",45.997669,11.318198,0,"Maso Colpi Bivio Via Tiglio"
966,"Levico Terme-Cimitero",46.008855,11.316263,0,"Levico Terme-Cimitero"
970,"Novaledo-Via Roati",46.027411,11.374066,0,"Novaledo-Via Roati"
972,"Marter-Loc.Angeli",46.030565,11.388362,0,"Marter-Loc.Angeli"
975,"Roncegno Terme",46.049671,11.411174,0,"Roncegno Terme"
978,"Scurelle",46.065058,11.506674,0,"Scurelle"
981,"Strigno-Bivio Ivano Fracena",46.061558,11.523764,0,"Strigno-Bivio Ivano Fracena"
988,"Bieno-Via Roma",46.081287,11.55899,0,"Bieno-Via Roma"
992,"Pieve Tesino-Case Itea",46.068561,11.605522,0,"Pieve Tesino-Case Itea"
998,"Pieve Tesino",46.068073,11.609935,0,"SP78"
1001,"Castello T.-Via Baili",46.06429,11.62888,0,"Castello T.-Via Baili"
1711,"Bezzecca-Scuole",45.894714,10.720104,0,"Bezzecca-Scuole"
1004,"Pergine Via Al Lago",46.054929,11.235858,0,"Pergine Via Al Lago"
1008,"Calceranica-Bar Floris",46.006556,11.241153,0,"Calceranica-Bar Floris"
1011,"Caldonazzo",45.993374,11.260641,0,"Caldonazzo - Via Marconi"
1014,"Levico T.-Rist. Brenta",46.006387,11.291849,0,"Levico T.-Rist. Brenta"
1018,"Calceranica Al Lago",46.004026,11.243466,0,"Calceranica Al Lago"
1021,"Pergine V.-Via Al Lago Civ 17",46.053382,11.235382,0,"Pergine V.-Via Al Lago Civ 17"
2157,"Tesero-Loc. Pesa",46.305819,11.504988,0,"Tesero-Loc. Pesa"
1028,"Pergine V.",46.061538,11.237586,0,"Pergine V."
1712,"Locca",45.900381,10.725642,0,"Locca"
1037,"Pergine V.-Via Regensburger",46.064432,11.242028,0,"Pergine V.-Via Regensburger"
1038,"Pergine V.-V.Regensb/Bellini",46.067887,11.23969,0,"Pergine V.-V.Regensb/Bellini"
1042,"Vigalzano-Via Del Sgualdi",46.07979,11.226832,0,"Vigalzano-Via Del Sgualdi"
1046,"Madrano-Alb.Madrano",46.08556,11.214964,0,"Madrano-Alb.Madrano"
1050,"Impianti Tognola",46.254704,11.800066,0,"Impianti Tognola"
1055,"Fiera di P. Via Roma 2",46.177663,11.831366,0,"Via Roma"
1059,"Mezzano-Albergo Salgetti",46.156242,11.814595,0,"Mezzano-Albergo Salgetti"
1595,"Cimego",45.911927,10.6144,0,"Cimego"
4003,"Romeno-Civ. 38",46.399287,11.127024,0,"Romeno-Civ. 38"
1079,"Feltre-Staz. Fs",46.012749,11.910851,0,"Feltre-Staz. Fs"
1085,"Masi di Imer",46.145367,11.786083,0,"Masi di Imer"
1091,"Impianti Tognola",46.254564,11.800643,0,"Impianti Tognola"
1094,"Canal S.Bovo-Somprà",46.159542,11.72758,0,"Canal S.Bovo-Somprà"
1098,"Ronco-Bivio Gasperoi",46.141878,11.71719,0,"Ronco-Bivio Gasperoi"
1103,"Levico Terme-Staz. Fs",46.005879,11.305009,0,"Levico Terme"
1107,"Susa'",46.051111,11.223539,0,"Susa'"
1116,"Acquaviva-Pizzeria",45.980673,11.116452,0,"Acquaviva"
1119,"Besenello-Ferm. Sud",45.937109,11.110678,0,"Besenello-Ferm. Sud"
1132,"Mori-Stazione F.S.",45.861909,11.000618,0,"Mori (Stazione F.S.)"
1137,"Mori-Difr.Discoteca Fanum",45.855035,10.946812,0,"Mori-Difr.Discoteca Fanum"
1145,"Riva Via D.Chiesa",45.888706,10.846075,0,"Via Riccamboni"
3167,"P.Arche-Sc.Medie",46.03562,10.870542,0,"P.Arche-Sc.Medie"
1151,"Arco S.Caterina Eurospar",45.904792,10.86422,0,"Arco S.Caterina Eurospar"
1157,"Bolognano Bivio",45.910903,10.900309,0,"Bolognano Bivio"
1160,"Massone Case Itea",45.921813,10.899108,0,"Massone Case Itea"
1165,"Arco S.Caterina Eurospar",45.904663,10.863891,0,"Arco S.Caterina Eurospar"
1168,"Riva Del G. C.Comm. 2000",45.897765,10.852435,0,"Riva Del G. C.Comm. 2000"
1169,"Riva D/Garda Rione Degasperi",45.894834,10.849462,0,"Riva D/Garda Rione Degasperi"
1170,"Riva D/Garda Viale Martiri",45.887604,10.844054,0,"Riva D/Garda Viale Martiri"
1186,"Besenello-Ferm. Nord",45.946015,11.106023,0,"Besenello-Ferm. Nord"
1191,"Tonadico-Lisiera",46.181183,11.841123,0,"Via Castelpietra"
1195,"Passo Cereda",46.192986,11.905223,0,"Passo Cereda"
1199,"Sagron",46.195002,11.943357,0,"Sagron"
1202,"Bellamonte-H.Torretta",46.311058,11.6745,0,"Bellamonte-H.Torretta"
1206,"Bivio Malga Juribello",46.300119,11.763517,0,"Bivio Malga Juribello"
1210,"P.Sso Rolle-Malga Fosse",46.289455,11.79858,0,"P.Sso Rolle-Malga Fosse"
1213,"S.Martino di C.-H.Belvedere",46.264314,11.801833,0,"S.Martino di C.-H.Belvedere"
1224,"Caoria-Ex Bar Cauriol",46.194858,11.680894,0,"Caoria-Ex Bar Cauriol"
1229,"Bivio Prade",46.151486,11.741642,0,"Bivio Prade"
1234,"Zortea-Loc. Mureri",46.164872,11.757456,0,"Zortea-Loc. Mureri"
1237,"Passo Gobbera",46.148011,11.756872,0,"Località Gobbera"
1239,"Canal S.Bovo",46.154704,11.73304,0,"Canal S.Bovo"
1242,"Cavalese-Hotel Coronelle",46.294815,11.454263,0,"Cavalese-Hotel Coronelle"
1245,"Varena-Pizz. La Cantinetta",46.302821,11.454024,0,"Varena-Pizz. La Cantinetta"
1250,"Roveda-Maso Puech Pote",46.074384,11.287907,0,"Roveda-Maso Puech Pote"
1254,"Roveda-Maso Martinotti",46.071815,11.304078,0,"Roveda-Maso Martinotti"
1258,"Canezza-Rist. Al Sole",46.08011,11.275681,0,"Via Rio Minghet"
1262,"Telve-Via S.Giustina",46.072891,11.484734,0,"Telve-Via S.Giustina"
1713,"Enguiso",45.905795,10.72922,0,"Enguiso"
1271,"Ronchi-Loc. Marchi",46.066813,11.432584,0,"Ronchi-Loc. Marchi"
1462,"Marocche",45.998564,10.925295,0,"Marocche"
1468,"Dro-Carabinieri",45.958516,10.906523,0,"Dro-Carabinieri"
1472,"Roncegno Chiesa",46.049712,11.406684,0,"Roncegno Chiesa"
1477,"Carano",46.292416,11.437238,0,"Carano"
1486,"Faida-Rauta",46.112841,11.253843,0,"Faida-Rauta"
1493,"Canzolino-Hotel Miralago",46.082622,11.230442,0,"Canzolino-Hotel Miralago"
1498,"Ferrari-Hotel Scoiattolo",46.111813,11.234198,0,"Ferrari-Hotel Scoiattolo"
1502,"Mazzanigo",46.103797,11.188919,0,"Mazzanigo"
1710,"Bezzecca-Vigili Del Fuoco",45.893204,10.723837,0,"Bezzecca-Vigili Del Fuoco"
1509,"Vigo Lomaso",46.01321,10.869079,0,"Vigo Lomaso"
1512,"Fiavè-Caseificio",46.001943,10.846004,0,"Fiavè-Caseificio"
1517,"Ballino",45.965503,10.811513,0,"Ballino"
1522,"Tenno-Rist. Alla Croce",45.918081,10.83284,0,"Tenno-Rist. Alla Croce"
1526,"Gavazzo",45.912491,10.840954,0,"Gavazzo"
1539,"Varone Via Ballino 14",45.904369,10.842057,0,"Varone Via Ballino 14"
1544,"Varone Sc.Alberghiera",45.901569,10.84431,0,"Varone Sc.Alberghiera"
1549,"Fiavè-Bar Aurora",46.001313,10.841014,0,"Fiavè-Bar Aurora"
1553,"Dasindo",46.011618,10.860458,0,"Dasindo"
1556,"Campo Lomaso",46.02368,10.865724,0,"Campo Lomaso"
1559,"Comighello",46.030953,10.851467,0,"Comighello"
1562,"Villa di Bleggio",46.029307,10.841954,0,"Villa di Bleggio"
1565,"Marcè Bivio",46.019261,10.823814,0,"Marcè Bivio"
1569,"Cavaione",46.02257,10.819804,0,"Cavaione"
1572,"Bivedo",46.028738,10.82665,0,"Bivedo"
1588,"Agrone",45.954529,10.650079,0,"Agrone"
3944,"Vezzano Apt",46.075558,10.996341,0,"Vezzano Apt"
1589,"Pieve di Bono-Tratt.Borel",45.935769,10.63906,0,"Pieve di Bono-Tratt.Borel"
1592,"Cologna di P.Bono",45.931355,10.63745,0,"Cologna di P.Bono"
1593,"Cimego-Centrale Enel",45.924618,10.632708,0,"Cimego-Centrale Enel"
1596,"Cimego Quartinago",45.910622,10.611835,0,"Cimego Quartinago"
1597,"Cimego-Bar Porte",45.904469,10.608408,0,"Cimego-Bar Porte"
1598,"Condino-Alb.Condino",45.891406,10.60156,0,"Condino-Alb.Condino"
1599,"Condino",45.889021,10.59961,0,"Condino"
1600,"Condino-Case Itea",45.884992,10.596494,0,"Condino-Case Itea"
1601,"Condino-Cartiere",45.880389,10.592588,0,"Condino-Cartiere"
1602,"Condino-Carpenteria",45.874623,10.588411,0,"Condino-Carpenteria"
1708,"Mezzolago",45.88104,10.750447,0,"Mezzolago"
3619,"Assizzi Bivio-Dir. Levico",46.051276,11.250473,0,"Assizzi Bivio-Dir. Levico"
3655,"Marter Via Nazionale 24",46.037113,11.398467,0,"Marter Via Nazionale 24"
1578,"Breguzzo-Hotel Carlone",46.006214,10.697765,0,"Breguzzo-Hotel Carlone"
1584,"Lardaro",45.969381,10.660893,0,"Lardaro"
1604,"Storo-Hotel Al Melograno",45.850171,10.575247,0,"Storo-Hotel Al Melograno"
1608,"Casa Rossa",45.85244,10.565998,0,"Casa Rossa"
1609,"Darzo-Stork Club",45.849192,10.55967,0,"Darzo-Stork Club"
1610,"Darzo",45.841241,10.549702,0,"Via Marini"
1611,"Darzo-Zona Ind.Le",45.834353,10.542857,0,"Darzo-Zona Ind.Le"
1631,"Cologna di P.Bono",45.931273,10.637534,0,"Cologna di P.Bono"
1635,"Condino-Cartiere",45.88037,10.592622,0,"Condino-Cartiere"
1640,"Lodrone",45.829324,10.5357,0,"Lodrone"
1646,"Godenzo",46.028886,10.883224,0,"Godenzo"
1650,"Premione-Via di Pestelan",46.047643,10.880493,0,"Premione-Via di Pestelan"
1659,"Sclemo",46.055964,10.884041,0,"Sclemo - Centro - Dir. Molveno"
1663,"S.Lorenzo In Banale",46.076504,10.907305,0,"S.Lorenzo In Banale"
1666,"Lago Nembia-Casa Enel",46.107358,10.943027,0,"Lago Nembia-Casa Enel"
1673,"Lago Nembia",46.095952,10.933324,0,"Lago Nembia"
1675,"Tavodo-Incr.S.P.",46.06476,10.892034,0,"Tavodo-Incr.S.P."
1676,"Sclemo",46.055896,10.884206,0,"Sclemo"
3401,"Valle di Terragnolo",45.882059,11.153697,0,"Valle di Terragnolo"
3494,"Brentonico-Via Calzolari",45.819109,10.956539,0,"Brentonico-Via Calzolari"
3758,"Imer-Loc. Casa Bianca 10",46.147268,11.803997,0,"Imer-Loc. Casa Bianca 10"
1677,"Sclemo-Via Dei Caputel",46.053763,10.879429,0,"Sclemo-Via Dei Caputel"
1680,"Stenico-Dologno",46.05348,10.873597,0,"Stenico-Dologno"
1681,"Stenico-Case Nuove",46.052287,10.860169,0,"Stenico-Case Nuove"
1682,"Stenico",46.051868,10.853805,0,"Stenico"
1683,"Premione",46.048262,10.874064,0,"Premione"
1684,"Villa Banale",46.046301,10.887086,0,"Villa Banale"
1689,"Bersone",45.944017,10.633506,0,"Bersone"
1690,"Praso",45.949536,10.637414,0,"Praso"
1691,"Daone",45.947374,10.621184,0,"Daone"
1692,"Castelnuovo-Zanzibar",46.0602,11.490312,0,"Castelnuovo-Zanzibar"
1693,"Carzano",46.069839,11.493617,0,"Carzano"
1695,"Scurelle-Via Murazzo",46.069127,11.498027,0,"Scurelle-Via Murazzo"
5240,"Cadine Strada di Cadine 5",46.086923,11.069368,0,"Cadine Della Fornas"
1696,"Strigno-Loc.Colle",46.067461,11.516074,0,"Strigno-Loc.Colle"
1697,"Spera",46.07041,11.508857,0,"Spera"
1699,"Samone",46.08122,11.521945,0,"Samone"
1700,"Riva Del G.-Bivio Val Ledro",45.894756,10.842615,0,"Riva Del G.-Bivio Val Ledro"
1701,"Pregasina Bivio",45.864433,10.812754,0,"Pregasina Bivio"
1704,"Prè",45.866333,10.788169,0,"Prè"
1706,"Molina di Ledro",45.871762,10.772216,0,"Molina di Ledro"
1707,"Molina di Ledro-Lago",45.873683,10.766712,0,"Molina di Ledro-Lago"
1709,"Pieve di Ledro",45.889221,10.730942,0,"Pieve di Ledro"
1715,"Lenzumo-Bar Taverna",45.913165,10.728461,0,"Lenzumo-Bar Taverna"
1716,"Enguiso",45.906001,10.729023,0,"Enguiso"
1779,"Trento-Via S.Severino Dif. 127",46.051021,11.11159,0,"Sanseverino S.Nicolò"
1784,"Aldeno-Loc. Ciausa",45.975689,11.083537,0,"Aldeno-Loc. Ciausa"
1788,"Cimone-Loc. Battistoni",45.977954,11.064839,0,"Cimone-Loc. Battistoni"
1993,"Serrada",45.890915,11.154072,0,"Serrada"
1793,"Garniga Terme-Loc. Zobbio",45.990055,11.083483,0,"Garniga Terme-Loc. Zobbio"
1796,"Garniga Vecchia-Case di Sotto",46.012362,11.078792,0,"Garniga Vecchia-Case di Sotto"
1801,"Trento-Tangenziale",46.047755,11.113459,0,"Tanzengiale Ovest Pezcoller"
1807,"Trento-V. S.Francesco",46.067015,11.126396,0,"Via S. Francesco/ Porta Nuova"
1816,"V.Vattaro-Difr.Civ.10B",46.005903,11.190843,0,"V.Vattaro-Difr.Civ.10B"
1820,"Bosentino-Loc.Mandola",46.000565,11.216062,0,"Bosentino-Loc.Mandola"
1824,"Campregheri Bivio",45.984608,11.232636,0,"Campregheri Bivio"
1828,"Centa-Bivio M.Cioli",45.963371,11.220885,0,"Centa-Bivio M.Cioli"
1832,"Nosellari-Alb. Al Bivio",45.931381,11.244896,0,"Nosellari-Alb. Al Bivio"
1836,"Lago di Lavarone",45.933981,11.255937,0,"Lago di Lavarone"
1840,"Stengheli",45.949561,11.258659,0,"Stengheli"
1844,"Lavarone Cappella",45.936708,11.275436,0,"Lavarone Cappella"
1849,"Luserna-Sp.9",45.924891,11.317933,0,"Luserna-Sp.9"
1852,"Nosellari-Alb. Al Bivio",45.931477,11.244823,0,"Nosellari-Alb. Al Bivio"
1857,"Ischia di Pergine",46.033155,11.247724,0,"Ischia di Pergine"
1861,"Tenna-Sp 16 Al Km 4",46.017113,11.266271,0,"Tenna-Sp 16 Al Km 4"
1688,"Castel Condino",45.916322,10.602714,0,"Castel Condino"
4867,"Canè",46.119116,11.260806,0,"Canè"
5126,"Storo-Scuola Media",45.849333,10.575288,0,"Storo-Scuola Media"
1872,"Toldo-Sp 50 Km 0.2 Balanzi",45.877319,11.065784,0,"Toldo-Sp 50 Km 0.2 Balanzi"
1879,"Vignala",45.861926,11.082476,0,"Vignala"
1883,"Pozza di Trambileno",45.863266,11.08527,0,"Pozza di Trambileno"
1903,"S.Margherita Via Trento/Vanga",45.800294,11.023363,0,"S.Margherita Via Trento/Vanga"
1909,"Marani-Centrale Elettrica",45.769788,11.01022,0,"Marani-Centrale Elettrica"
1915,"Vò Sinistro",45.735022,10.959229,0,"Via San Nicolò"
1920,"Avio-Cantina Sociale",45.732037,10.93847,0,"Avio-Cantina Sociale"
1925,"Mama D'avio",45.704726,10.92175,0,"Avio Mama"
1929,"S.Leonardo",45.704662,10.93099,0,"S.Leonardo"
1933,"Calliano-Bivio Folgaria",45.933179,11.096306,0,"Calliano-Bivio Folgaria"
3895,"Cavizzana Bivio",46.371565,10.952171,0,"Cavizzana Bivio"
1901,"Marco-Zona Ind.Le",45.825549,11.010721,0,"Marco-Zona Ind.Le"
1937,"Peneri",45.918996,11.145347,0,"Peneri"
1940,"Folgaria-Via 25 Aprile",45.918634,11.162222,0,"Folgaria-Via 25 Aprile"
1948,"S.Sebastiano-Sez.Cacciatori",45.925469,11.214887,0,"S.Sebastiano-Sez.Cacciatori"
1954,"Costa di Folgaria",45.920368,11.189059,0,"Costa di Folgaria"
1959,"Villa Lagarina-Carabinieri",45.916303,11.034064,0,"Villa Lagarina-Carabinieri"
1963,"Chiusole",45.92542,11.05326,0,"Chiusole"
1974,"Valduga-Prima",45.876701,11.124251,0,"Valduga-Prima"
1979,"Piazza di Terragnolo",45.878928,11.152416,0,"Piazza di Terragnolo"
1985,"Baisi",45.867136,11.182109,0,"Frazione Baisi"
1989,"Castello",45.880834,11.141527,0,"Castello"
1997,"Folgaria-Rotatoria",45.913038,11.178088,0,"Folgaria-Rotatoria"
2002,"Chizzola-Sp. 90 Km 16.8",45.817738,11.003965,0,"Chizzola-Sp. 90 Km 16.8"
2007,"Pilcante-Capitelli",45.772609,11.001559,0,"Pilcante-Capitelli"
2011,"Sabbionara-Casello Autostr.",45.746871,10.976755,0,"Sabbionara-Casello Autostr."
2023,"Dosso-Loc. Brentegan",45.880222,11.051101,0,"Dosso-Loc. Brentegan"
2029,"Aste",45.790383,11.095312,0,"Aste"
2649,"Toss-Sud-Via Verdi",46.275582,11.080015,0,"Toss-Sud-Via Verdi"
3981,"Primolano-Ex Staz. Fs",45.96569,11.700902,0,"Primolano-Ex Staz. Fs"
4009,"Cimego-Albergo Aurora",45.912809,10.619455,0,"Cimego-Albergo Aurora"
4013,"Cavedago-Albergo Olisamir",46.185905,11.032963,0,"Cavedago-Albergo Olisamir"
4024,"Masi D'avio Ss.12 Civ. 2",45.719509,10.940406,0,"Masi D'avio Ss.12 Civ. 2"
4030,"Pieve di Ledro-Via Nuova",45.890616,10.727428,0,"Pieve di Ledro-Via Nuova"
4041,"Arco Via Marconi",45.917805,10.88516,0,"Arco Via Marconi"
4061,"Vigne Cimitero",45.919409,10.863098,0,"Vigne Cimitero"
4069,"Arco V.Cesare Battisti",45.918508,10.882411,0,"Arco V.Cesare Battisti"
4072,"Lago Cavedine-Civ. 7",46.017361,10.958937,0,"Lago Cavedine-Civ. 7"
4078,"Lago di Cavedine-Bv.Lastoni",46.003468,10.956083,0,"Lago di Cavedine-Bv.Lastoni"
3805,"Mezzocorona Scuole Medie",46.213267,11.117117,0,"Mezzocorona Scuole Medie"
3809,"Mezzolombardo Via Milano",46.208839,11.093689,0,"Mezzolombardo Via Milano"
3870,"Maso Tingherla",46.067712,11.314825,0,"Maso Tingherla"
3916,"Lausen Polo Scolastico",46.151269,11.734022,0,"Lausen Polo Scolastico"
3951,"Lausen Loc. Pradel",46.149687,11.738813,0,"Lausen Loc. Pradel"
4083,"Staineri-Dir. S.Anna",45.797302,11.093487,0,"Staineri-Dir. S.Anna"
4146,"Mezzomonte Civ. 23-Fontana",45.918043,11.134534,0,"Mezzomonte Civ. 23-Fontana"
4149,"Storo-Via Sette Civ. 8",45.848472,10.574439,0,"Storo-Via Sette Civ. 8"
4156,"S.Francesco-Maso Prigheli",46.105438,11.314606,0,"S.Francesco-Maso Prigheli"
4329,"S.Chiara-Staz. Fs",46.054385,11.13544,0,"S.Chiara"
2591,"Cles Ferrovia",46.364542,11.038895,0,"Cles Ferrovia"
4165,"Molina di Fiemme-Via Cembra 47",46.268508,11.410247,0,"Molina di Fiemme-Via Cembra 47"
4194,"Terlago Via Per Vezzano 9",46.099436,11.032602,0,"Terlago Via Per Vezzano 9"
4195,"Dietrobeseno-Chiesetta",45.925137,11.120464,0,"Dietrobeseno-Chiesetta"
4199,"Credai",46.342544,11.127381,0,"Via Credai"
4221,"Peio Area Faunistica",46.358569,10.666184,0,"Peio Area Faunistica"
4233,"Flavon Nord",46.301834,11.028059,0,"Flavon Nord"
4252,"Castello di F. Nucleo Stazione",46.287189,11.421064,0,"Localita Stazione"
2034,"Obra di Vallarsa",45.764916,11.116504,0,"Obra di Vallarsa"
2061,"Pozzacchio Bivio",45.844983,11.074256,0,"Pozzacchio Bivio"
2064,"Zocchio",45.809064,11.096515,0,"Zocchio"
2067,"S.Anna di Vallarsa",45.794758,11.096737,0,"S.Anna di Vallarsa"
2072,"Raossi-Loc.Corte",45.782482,11.114263,0,"Raossi-Loc.Corte"
2085,"Speccheri",45.765508,11.129886,0,"Speccheri"
2100,"Ronzo Chienis-Via Longa",45.888625,10.948741,0,"Ronzo Chienis-Via Longa"
2104,"Manzano.",45.866524,10.953423,0,"Manzano."
2108,"Loppio-Bivio",45.85577,10.932164,0,"Loppio-Bivio"
2126,"Castione",45.837801,10.953532,0,"Castione"
2130,"Fontechel-Bivio S.Giacomo",45.814087,10.945968,0,"Fontechel-Bivio S.Giacomo"
2135,"Brentonico-Mobil.Zoller",45.822387,10.962756,0,"Brentonico-Mobil.Zoller"
2141,"Crosano-Fam. Coop.",45.820049,10.975655,0,"Crosano-Fam. Coop."
2174,"Civezzano-Quadrivio",46.089186,11.185616,0,"Civezzano-Quadrivio"
2210,"Visintainer Bivio",46.032037,11.267098,0,"Visintainer Bivio"
2212,"Ivano Fracena",46.057114,11.528163,0,"Ivano Fracena"
2216,"Lochere Bivio Quaere",45.991197,11.300217,0,"Lochere Bivio Quaere"
2227,"Fiera di Primiero",46.172235,11.823741,0,"Fiera di Primiero"
2230,"Transacqua-Albergo Belvedere",46.177762,11.837163,0,"Transacqua-Albergo Belvedere"
2236,"S.Caterina di Pergine",46.017255,11.227013,0,"S.Caterina di Pergine"
2256,"Strigno-Via Roma",46.063333,11.523678,0,"Strigno-Via Roma"
2259,"Viarago-Via Montegian",46.079285,11.259876,0,"Viarago-Via Montegian"
2271,"Cavrasto Itea",46.018633,10.818609,0,"Cavrasto Itea"
2278,"Vigo Cavedine-Sp84",45.977989,10.976708,0,"Vigo Cavedine-Sp84"
2286,"Enguiso Via Del Bo' Civ. 2",45.909557,10.728931,0,"Enguiso Via Del Bo' Civ. 2"
2289,"Lodrone-Hotel Castel Lodrone",45.830957,10.539451,0,"Lodrone-Hotel Castel Lodrone"
2293,"Molveno-Cimitero",46.141389,10.965587,0,"Molveno-Cimitero"
2297,"S.Alessandro",45.888068,10.862062,0,"S.Alessandro"
2253,"Calvola",45.92649,10.831529,0,"Calvola"
4217,"Cles-Ex Bentivoglio",46.358211,11.037125,0,"Cles-Ex Bentivoglio"
4237,"Maso Part-Magazzino S.O.R.",46.188422,11.106183,0,"Maso Part-Magazzino S.O.R."
4245,"Seio Centro Sportivo Verde",46.411721,11.118516,0,"Seio Centro Sportivo Verde"
2300,"S.Alessandro Cartiera",45.887068,10.855456,0,"S.Alessandro Cartiera"
2304,"S.Giorgio Zona Artigianale",45.904914,10.874925,0,"S.Giorgio Zona Artigianale"
168,"Piazza Vicenza",46.062292,11.132772,0,"Piazza Vicenza"
2309,"Varone Via Venezia/Sega",45.908163,10.845083,0,"Varone Via Venezia/Sega"
2314,"Riva Del G.-Via D. Chiesa",45.888587,10.846175,0,"Riva Via D.Chiesa"
2317,"Obra di Vallarsa Civ. 13",45.76671,11.114411,0,"Obra di Vallarsa Civ. 13"
2331,"Loc.Cave di Corne'-Loc.Saiori",45.809262,10.981073,0,"Loc.Cave di Corne'-Loc.Saiori"
2545,"Genzianella",46.151,10.980267,0,"Genzianella"
4115,"Trento-Via Zambra-Ist.Arte",46.09236,11.116454,0,"Zambra 'Ist. D'arte Vittoria'"
4179,"Rov.Z.Ind. 'Viale Industria'",45.871712,11.020613,0,"Viale Dell'industria"
4228,"Rovereto Z.Ind.V.Di Vittorio34",45.863112,11.020759,0,"Rovereto Z.Ind.V.Di Vittorio34"
4262,"Rovereto-Parco Ferrari.",45.877911,11.033332,0,"Via Benacense Parco Ferrari"
2267,"Patone",45.902767,11.000423,0,"Patone"
2244,"Rovereto-C.Rosmini-Monumento",45.890842,11.043033,0,"Corso Antonio Rosmini"
2327,"Ss.349 Al Km. 15",45.989043,11.222359,0,"Ss.349 Al Km. 15"
2336,"Ronzo Chienis-Via Bordala",45.892389,10.953621,0,"Ronzo Chienis-Via Bordala"
2346,"Pomarolo-Via Del Pionte",45.925171,11.048059,0,"Pomarolo-Via Del Pionte"
2362,"Levico T.-Inc. Via Delle Alte",46.017559,11.341849,0,"Levico T.-Inc. Via Delle Alte"
2367,"Villa-Solo Dir. Strigno Fs",46.056889,11.519595,0,"Villa-Solo Dir. Strigno Fs"
2376,"Cavalese-Ospedale",46.289132,11.454838,0,"Cavalese-Ospedale"
2387,"Magras-Bivio",46.360122,10.912466,0,"Magras-Bivio"
2391,"Pracorno Bivio Pozze",46.378808,10.869665,0,"Pracorno Bivio Pozze"
2396,"Piazzola Bivio",46.406018,10.828573,0,"Piazzola Bivio"
2401,"Piazzola",46.410436,10.817919,0,"Piazzola"
2406,"Somrabbi",46.410071,10.800285,0,"Somrabbi"
2409,"Rabbi Bagni",46.40762,10.808739,0,"Rabbi Bagni"
2415,"Monclassico",46.333268,10.888506,0,"Monclassico"
2419,"Località Bonetei",46.320999,10.872238,0,"Località Bonetei"
2424,"Genziana",46.260118,10.854862,0,"Genziana"
2430,"Claiano Bivio",46.312711,10.776897,0,"Claiano Bivio"
2434,"Castello di Pellizzano",46.32175,10.7744,0,"Castello di Pellizzano"
2440,"Dimaro-Ponte",46.327957,10.870296,0,"Dimaro-Ponte"
2441,"Deggiano Bivio",46.323839,10.851495,0,"Deggiano Bivio"
2445,"Piano di Commezzadura",46.320439,10.825419,0,"Piano di Commezzadura"
2454,"Fucine",46.311165,10.731621,0,"Fucine"
2457,"Vermiglio",46.296726,10.689145,0,"Vermiglio"
2462,"Passo Tonale-Locatori",46.261366,10.59441,0,"Passo Tonale-Locatori"
2479,"Peio-Campeggio Val di Sole",46.356724,10.679113,0,"Peio-Campeggio Val di Sole"
2512,"Mezzocorona-Borg.",46.214948,11.118695,0,"Mezzocorona-Borg."
2516,"Roverè Della Luna-Sud",46.246991,11.164688,0,"Roverè Della Luna-Sud"
2519,"Mezzocorona Ferrovia",46.206335,11.127415,0,"Mezzocorona Ferrovia"
2526,"Faedo-Via Case Sparse. 9",46.191841,11.155681,0,"Faedo-Via Case Sparse. 9"
2531,"Mezzolombardo-Nord",46.216896,11.0872,0,"Mezzolombardo-Nord"
2535,"Castel Belfort",46.204621,11.040809,0,"Castel Belfort"
2539,"Cavedago Maso Canton",46.185517,11.038547,0,"Cavedago Maso Canton"
2343,"Masi di Vigo Cavedine",45.965319,10.973622,0,"Masi di Vigo Cavedine"
2541,"Cavedago-Cimitero",46.185023,11.021294,0,"Cavedago-Cimitero"
2550,"Maso Daldoss",46.181931,11.020559,0,"Frazione Maso Daldos"
2555,"Fai Paganella-Miravalle",46.175485,11.058938,0,"Fai Paganella-Miravalle"
2576,"Nave S.Felice",46.166862,11.113223,0,"Nave S.Felice"
2580,"Mezzocorona Borgata",46.214118,11.118809,0,"Mezzocorona Borgata"
